Exam board,Date,Morning/Afternoon,Code,Course,Qualification,Paper,Notes,Time,Duration,POS,Exam spec
WJEC,05/06/2018,Afternoon,3110U20-1,Geography,GCSE,Geography Unit 2 (NEW WALES),,,1h 30m,,
EDUQAS,05/06/2018,Afternoon,C111U20-1,Geography,GCSE,Geography A Component 2 (NEW EDUQAS) ,,,1h 30m,,
EDUQAS,05/06/2018,Afternoon,C112U20-1,Geography,GCSE,Geography B Component 2 (NEW EDUQAS),,,1h 30m,,
WJEC,06/06/2018,Morning,3810U20-1,Spanish,GCSE,Spanish Unit 2 Listening Foundation Tier (NEW WALES),,,35m,,
WJEC,06/06/2018,Morning,3810UB0-1,Spanish,GCSE,"Spanish Unit 2 Listening Higher Tier
(NEW WALES",,,45m,,
WJEC,06/06/2018,Morning,3810U30-1,Spanish,GCSE,Spanish Unit 3 Reading Foundation Tier (NEW WALES),,,1h,,
WJEC,06/06/2018,Morning,3810UC0-1,Spanish,GCSE,Spanish Unit 3 Reading Higher Tier (NEW WALES),,,1h 15m,,
EDUQAS,06/06/2018,Morning,C810U20-1,Spanish,GCSE,Spanish Component 2 Listening Foundation Tier (NEW EDUQAS),,,35m,,
EDUQAS,06/06/2018,Morning,C810UB0-1,Spanish,GCSE,Spanish Component 2 Listening Higher Tier (NEW EDUQAS),,,45m,,
EDUQAS,06/06/2018,Morning,C810U30-1,Spanish,GCSE,Spanish Component 3 Reading Foundation Tier (NEW EDUQAS),,,1h,,
EDUQAS,06/06/2018,Morning,C810UC0-1,Spanish,GCSE,Spanish Component 3 Reading Higher Tier (NEW EDUQAS),,,1h 15m,,
WJEC,06/06/2018,Afternoon,4080/01,Business Studies,GCSE,Business Studies,,,2h,,
WJEC,06/06/2018,Afternoon,3660U30-1,Music,GCSE,Music Unit 3 (NEW WALES),,,1h,,
EDUQAS,06/06/2018,Afternoon,C660U30-1,Music,GCSE,Music Component 3 (NEW EDUQAS),,,1h 15m,,
WJEC,07/06/2018,Morning,3300U20-1,Mathematics,GCSE,"Mathematics Unit 2 Foundation Tier
(NEW WALES)",,,1h 30m,,
WJEC,07/06/2018,Morning,3300U40-1,Mathematics,GCSE,Mathematics Unit 2 Intermediate Tier (NEW WALES),,,1h 45m,,
WJEC,07/06/2018,Morning,3300U60-1,Mathematics,GCSE,Mathematics Unit 2 Higher Tier (NEW WALES),,,1h 45m,,
EDUQAS,07/06/2018,Morning,C300U20-1,Mathematics,GCSE,Mathematics Component 2 Foundation Tier (NEW EDUQAS),,,2h 15m,,
EDUQAS,07/06/2018,Morning,C300UB0-1,Mathematics,GCSE,Mathematics Component 2 Higher Tier (NEW EDUQAS),,,2h 15m,,
WJEC,07/06/2018,Afternoon,4704/01 ,Applied Business,GCSE,Applied Business Unit 4,,,1h 15m,,
WJEC,07/06/2018,Afternoon,4442/01 ,Religious Studies,GCSE,Religious Studies (Spec A) Unit 2 Christianity through the Gospels* (LEGACY),,,1h 45m,,
WJEC,08/06/2018,Morning,3700U30-1 ,English Language,GCSE,English Language Unit 3 (NEW WALES) ,,,2h,,
EDUQAS,08/06/2018,Morning,C700U20-1,English Language,GCSE,English Language Component 2 (NEW EDUQAS),,,2h,,
WJEC,08/06/2018,Afternoon,"4272/01-05
4282/01-02",History,GCSE,History Unit 2* (LEGACY),,,1h 15m,,
EDUQAS,08/06/2018,Afternoon,"C100U10-1-
C100U80-1",History,GCSE,History Component 2 (Studies A to H) (NEW EDUQAS),,,2h,,
WJEC,11/06/2018,Morning,3400U10-1,Biology,GCSE,Biology Unit 1 Foundation Tier (NEW WALES),,,1h 45m,,
WJEC,11/06/2018,Morning,3400UA0-1,Biology,GCSE,Biology Unit 1 Higher Tier (NEW WALES),,,1h 45m,,
WJEC,11/06/2018,Morning,3430U10-1,Science,GCSE,Science: Biology 1 (Double Award) Unit 1 Foundation Tier (NEW WALES),,,1h 15m,,
WJEC,11/06/2018,Morning,3430UA0-1 ,Science,GCSE,Science: Biology 1 (Double Award) Unit 1 Higher Tier (NEW WALES),,,1h 15m,,
WJEC,11/06/2018,Morning,3445U20-1,Applied Science,GCSE,Applied Science (Double Award) Unit 2 Foundation Tier (NEW WALES),,,1h 30m,,
WJEC,11/06/2018,Morning,3445UB0-1,Applied Science,GCSE,Applied Science (Double Award) Unit 2 Higher Tier (NEW WALES),,,1h 30m,,
WJEC,11/06/2018,Morning,3440U10-1,Applied Science,GCSE,Applied Science (Single Award) Unit 1 Foundation Tier (NEW WALES),,,1h 30m,,
WJEC,11/06/2018,Morning,3440UA0-1,Applied Science,GCSE,Applied Science (Single Award) Unit 1 Higher Tier (NEW WALES),,,1h 30m,,
EDUQAS,11/06/2018,Morning,C400U20-1,Applied Science,GCSE,Biology Component 2 Foundation Tier (NEW EDUQAS),,,1h 15m,,
EDUQAS,11/06/2018,Morning,C400UB0-1,Biology,GCSE,Biology Component 2 Higher Tier (NEW EDUQAS),,,1h 15m,,
EDUQAS,11/06/2018,Morning,C430U40-1,Combined Science,GCSE,Combined Science Component 4 Foundation Tier (NEW EDUQAS),,,1h 45m,,
EDUQAS,11/06/2018,Morning,C430U40-1,Combined Science,GCSE,Combined Science Component 4 Higher Tier (NEW EDUQAS),,,1h 45m,,
EDUQAS,11/06/2018,Afternoon,C111U30-1,Geography,GCSE,Geography A Component 3 (NEW EDUQAS),,,1h 30m,,
EDUQAS,11/06/2018,Afternoon,C112U30-1,Geography,GCSE,Geography B Component 3 (NEW EDUQAS),,,1h 30m,,
WJEC,12/06/2018,Afternoon,"4373/01-04
4383/01-02 ",History,GCSE,History Unit 3* (LEGACY),,,1h 15m,,
WJEC,12/06/2018,Afternoon,"3100UE0-1-
3100UH0-1",History,GCSE,"History Unit 2 (Studies A to D)
(NEW WALES)",,,1h,,
WJEC,13/06/2018,Morning,3410U10-1,Chemistry,GCSE,Chemistry Unit 1 Foundation Tier (NEW WALES),,,1h 45m,,
WJEC,13/06/2018,Morning,3410UA0-1,Chemistry,GCSE,Chemistry Unit 1 Higher Tier (NEW WALES) ,,,1h 45m,,
WJEC,13/06/2018,Morning,3430U20-1 ,Science,GCSE,Science: Chemistry 1 (Double Award) Unit 2 Foundation Tier (NEW WALES),,,1h 15m,,
WJEC,13/06/2018,Morning,3430UB0-1 ,Science,GCSE,Science: Chemistry 1 (Double Award) Unit 2 Higher Tier (NEW WALES),,,1h 15m,,
WJEC,13/06/2018,Morning,3445U10-1,Applied Science,GCSE,Applied Science (Double Award) Unit 1 Foundation Tier (NEW WALES),,,1h 30m,,
WJEC,13/06/2018,Morning,3445UA0-1,Applied Science,GCSE,Applied Science (Double Award) Unit 1 Higher Tier (NEW WALES),,,1h 30m,,
EDUQAS,13/06/2018,Morning,C410U20-1,Chemistry,GCSE,Chemistry Component 2 Foundation Tier (NEW EDUQAS),,,1h 15m,,
EDUQAS,13/06/2018,Morning,C410UB0-1,Chemistry,GCSE,Chemistry Component 2 Higher Tier (NEW EDUQAS),,,1h 15m,,
WJEC,13/06/2018,Afternoon,4161/01,Electronics,GCSE,Electronics Test E1 (on screen),,,1h,,
WJEC,13/06/2018,Afternoon,4722/01,Health & Social Care,GCSE,Health & Social Care Unit 2,,,1h 15m,,
WJEC,14/06/2018,Morning,0155/01,Film Studies,GCSE,Film Studies Paper 1 ,,,1h 30m,,
WJEC,14/06/2018,Morning,4291/01 ,Home Economics,GCSE,Home Economics Child Development Unit 1 ,,,1h 30m,,
WJEC,14/06/2018,Morning,3810U40-1,Spanish,GCSE,"Spanish Unit 4 Writing Foundation Tier
(NEW WALES)",,,1h 15m,,
WJEC,14/06/2018,Morning,3810UD0-1,Spanish,GCSE,Spanish Unit 4 Writing Higher Tier (NEW WALES),,,1h 30m,,
EDUQAS,14/06/2018,Morning,C810U40-1,Spanish,GCSE,Spanish Component 4 Writing Foundation Tier (NEW EDUQAS),,,1h 15m,,
EDUQAS,14/06/2018,Morning,C810UD0-1,Spanish,GCSE,Spanish Component 4 Writing Higher Tier (NEW EDUQAS),,,1h 30m,,
WJEC,14/06/2018,Afternoon,3560UA0-1,Food and Nutrition,GCSE,Food and Nutrition Unit 1 (Written) (NEW WALES),,,1h 30m,,
WJEC,14/06/2018,Afternoon,3560UB0-1,Food and Nutrition,GCSE,Food and Nutrition Unit 1 (On-screen) (NEW WALES),,,1h 30m,,
EDUQAS,14/06/2018,Afternoon,C560UA0-1,Food Preparation and Nutrition,GCSE,"Food Preparation and Nutrition Component 1
(Written) ",,,1h 45m,,
EDUQAS,14/06/2018,Afternoon,C560UB0-1,Food Preparation and Nutrition,GCSE,"Food Preparation and Nutrition Component 1
(On-screen) ",,,1h 45m,,
WJEC,14/06/2018,Afternoon,4732/01 ,Hospitality & Catering,GCSE,"Hospitality & Catering+G188 Unit 2
(LEGACY) RESIT ONLY**",**Please note that re-sit examinations will be withdrawn from the timetable if there is insufficient demand ,,1h 15m,,
WJEC,15/06/2018,Morning,3420U10-1 ,Physics,GCSE,Physics Unit 1 Foundation Tier (NEW WALES),,,1h 45m,,
WJEC,15/06/2018,Morning,3420UA0-1,Physics,GCSE,Physics Unit 1 Higher Tier (NEW WALES),,,1h 45m,,
WJEC,15/06/2018,Morning,3430U30-1,Science,GCSE,"Science: Physics 1 (Double Award) Unit 3
Foundation Tier (NEW WALES) ",,,1h 15m,,
WJEC,15/06/2018,Morning,3430UC0-1,Science,GCSE,Science: Physics 1 (Double Award) Unit 3 Higher Tier (NEW WALES),,,1h 15m,,
EDUQAS,15/06/2018,Morning,C420U20-1,Physics,GCSE,Physics Component 2 Foundation Tier (NEW EDUQAS),,,1h 15m,,
EDUQAS,15/06/2018,Morning,C420UB0-1,Physics,GCSE,Physics Component 2 Higher Tier (NEW EDUQAS),,,1h 15m,,
WJEC,15/06/2018,Afternoon,4162/01,Electronics,GCSE,Electronics Test E2 (on screen),,,1h,,
WJEC,15/06/2018,Afternoon,4448/01 ,Religious Studies,GCSE,Religious Studies (Spec A) Unit 8 Judaism* (LEGACY),*NB For centres in England - this is only available for resit candidates,,1h 45m,,
WJEC,18/06/2018,Morning,3820U20-1,German,GCSE,German Unit 2 Listening Foundation Tier (NEW WALES),,,35m,,
WJEC,18/06/2018,Morning,3820UB0-1,German,GCSE,German Unit 2 Listening Higher Tier (NEW WALES),,,45m,,
WJEC,18/06/2018,Morning,3820U30-1,German,GCSE,German Unit 3 Reading Foundation Tier (NEW WALES),,,1h,,
WJEC,18/06/2018,Morning,3820UC0-1,German,GCSE,German Unit 3 Reading Higher Tier (NEW WALES),,,1h 15m,,
EDUQAS,18/06/2018,Morning,C820U20-1,German,GCSE,German Component 2 Listening Foundation Tier (NEW EDUQAS),,,35m,,
EDUQAS,18/06/2018,Morning,C820UB0-1,German,GCSE,German Component 2 Listening Higher Tier (NEW EDUQAS),,,45m,,
EDUQAS,18/06/2018,Morning,C820U30-1,German,GCSE,German Component 3 Reading Foundation Tier (NEW EDUQAS),,,1h,,
EDUQAS,18/06/2018,Morning,C820UC0-1,German,GCSE,German Component 3 Reading Higher Tier (NEW EDUQAS),,,1h 15m,,
WJEC,18/06/2018,Afternoon,4742/01 ,Hospitality & Catering,GCSE,Hospitality & Catering Unit 4 (LEGACY),,,1h 15m,,
WJEC,19/06/2018,Afternoon,4723/01 ,Health & Social Care,GCSE,Health & Social Care Unit 3,,,1h 15m,,
WJEC,19/06/2018,Afternoon,4311/01 ,Home Economics,GCSE,Home Economics Textiles Unit 1,,,1h 30m,,
WJEC,20/06/2018,Afternoon,0155/02 ,Film Studies,GCSE,Film Studies Paper 2,,,1h,,
WJEC,21/06/2018,Morning,3820U40-1,German,GCSE,German Unit 4 Writing Foundation Tier (NEW WALES),,,1h 15m,,
WJEC,21/06/2018,Morning,3820UD0-1,German,GCSE,German Unit 4 Writing Higher Tier (NEW WALES),,,1h 30m,,
EDUQAS,21/06/2018,Morning,C820U40-1,German,GCSE,German Component 4 Writing Foundation Tier (NEW EDUQAS),,,1h 15m,,
EDUQAS,21/06/2018,Morning,C820UD0-1,German,GCSE,"German Component 4 Writing Higher Tier
(NEW EDUQAS)",,,1h 30m,,
WJEC,12/03/2018,Morning,0700/01,English,Entry Level Certificate,English (LEGACY)* ,"* The Controlled Task in English, which is an alternative to the examination, should be conducted during the period 3 January to 12 March 2018 ",,1h 30m,,
WJEC,13/03/2018,Morning,0730/01,Religious Studies,Entry Level Certificate,Religious Studies,,,30m,,
WJEC,14/03/2018,Morning,0740/01 ,Science,Entry Level Certificate,Science (Single Award) (LEGACY),,,1h,,
WJEC,16/03/2018,Morning,0736/01 ,Mathematics,Entry Level Certificate,Mathematics (LEGACY),,,1h 15m,,
WJEC,14/05/2018,Morning,6430QCL-1,Science,Entry Level Certificate,Science Unit 1 (NEW),,,1h,,
WJEC,15/05/2018,Morning,6300QCL-1,Mathematics - Numeracy,Entry Level Certificate,Mathematics – Numeracy Unit 1 (NEW),,,1h,,
WJEC,16/05/2018,Morning,6700QCL-1,English,Entry Level Certificate,English Component 1 (NEW) ,,,1h,,
WJEC,15/01/2018,Afternoon,9511/01,Core Latin,Level 1/2 General,Core Latin Language – Level 1,,,1h 15m,,
WJEC,15/01/2018,Afternoon,9521/01,Core Latin,Level 1/2 General,Core Latin Language – Level 2,,,1h 15m,,
WJEC,05/06/2018,Afternoon,9511/01,Core Latin,Level 1/2 General,Core Latin Language – Level 1 ,,,1h 15m,,
WJEC,05/06/2018,Afternoon,9521/01 ,Core Latin,Level 1/2 General,Core Latin Language – Level 2 ,,,1h 15m,,
WJEC,07/06/2018,Afternoon,9514/01 ,Additional Latin,Level 1/2 General,Additional Latin Language - Level 1 ,,,45m,,
WJEC,07/06/2018,Afternoon,9524/01 ,Additional Latin,Level 1/2 General,Additional Latin Language - Level 2 ,,,45m,,
WJEC,07/06/2018,Afternoon,9512/01,Roman Civilisation,Level 1/2 General,Roman Civilisation Topics – Level 1 ,,,1h,,
WJEC,07/06/2018,Afternoon,9522/01 ,Roman Civilisation,Level 1/2 General,Roman Civilisation Topics – Level 2,,,1h,,
WJEC,19/06/2018,Morning,9550/01,Additional Mathematics,Level 1/2 General,Additional Mathematics – Level 2,,,2h 30m,,
WJEC,10/01/2018,Afternoon,9846/01,Applied Science,Level 1/2 Vocational,Applied Science RESIT ONLY,,,1h,,
WJEC,16/01/2018,Afternoon,9851/01,Science for Work,Level 1/2 Vocational,Applied Science RESIT ONLY,,,1h,,
WJEC,12/03/2018,Morning,9751/01,Creative Media,Level 1/2 Vocational,"Creative Media - Creating a Proposal in Response to
a Brief",,,2h,,
WJEC,04/06/2018,Afternoon,9793/01,Engineering,Level 1/2 Vocational,Engineering - Solving Engineering Problems,,,1h 30m,,
WJEC,12/06/2018,Morning,9811/01,Constructing the Built Environment,Level 1/2 Vocational,Constructing the Built Environment Safety and Security in Construction,,,1h,,
WJEC,12/06/2018,Morning,9996/01,Event Operations,Level 1/2 Vocational,Event Operations - The Events Industry,,,1h,,
WJEC,12/06/2018,Morning,9782/01,Retail Business,Level 1/2 Vocational,Retail Business - Retail Business,,,1h 15m,,
WJEC,13/06/2018,Morning,9802/01,Tourism,Level 1/2 Vocational,Tourism - The Business of Tourism,,,1h 15m,,
WJEC,19/06/2018,Morning,5569UA0-1,Hospitality & Catering,Level 1/2 Vocational,Hospitality & Catering Spec A – Unit 1 The Hospitality & Catering Industry (on screen),,,1h 30m,,
WJEC,19/06/2018,Morning,5569UB0-1,Hospitality & Catering,Level 1/2 Vocational,Hospitality & Catering Spec A – Unit 1 The Hospitality & Catering Industry (on paper),,,1h 30m,,
EDUQAS,16/05/2018,Morning,D333U10-1,Mathematics for Work & Life,Level 3 Applied,Mathematics for Work & Life (EDUQAS),,,2h 30m,,
WJEC,21/05/2018,Morning,4463U10-1 ,Medical Science,Level 3 Applied,Medical Science Unit 1 Human Health and Disease,,,2h,,
WJEC,21/05/2018,Afternoon,4543UA0-1,Criminology,Level 3 Applied,"Criminology Unit 2: Criminological Theories
(on screen)",,,1h 30m,,
WJEC,21/05/2018,Afternoon,4543UB0-1,Criminology,Level 3 Applied,Criminology Unit 2: Criminological Theories (on paper),,,1h 30m,,
WJEC,24/05/2018,Morning,4543UC0-1,Criminology,Level 3 Applied,Criminology Unit 4: Crime and Punishment (Diploma only) (on screen),,,1h 30m,,
WJEC,24/05/2018,Morning,4543UD0-1,Criminology,Level 3 Applied,Criminology Unit 4: Crime and Punishment (Diploma only) (on paper),,,1h 30m,,
WJEC,24/05/2018,Morning,4463U60-1 ,Medical Science,Level 3 Applied,Medical Science Unit 6 Medical Case Study,,,1h 30m,,
WJEC,05/06/2018,Morning,4343U20-1,Statistical Problem Solving Using Software,Level 3 Applied,Statistical Problem Solving Using Software Component 2,,,1h,,
WJEC,05/06/2018,Morning,4563UB0-1 ,Food Science and Nutrition,Level 3 Applied,Food Science and Nutrition Unit 1: Meeting Nutritional Needs of Specific Groups,,,1h 45m,,
WJEC,12/06/2018,Morning,4513UA0-1,Business,Level 3 Applied,Business Unit 1 - The Organisation: Survival & Prosperity (on screen),,,2h,,
WJEC,12/06/2018,Morning,4513UB0-1,Business,Level 3 Applied,Business Unit 1 - The Organisation: Survival & Prosperity (on paper,,,2h,,
WJEC,12/06/2018,Morning,4473U40-1,Environmental Science,Level 3 Applied,Environmental Science Unit 4: Scientific Principles and the Environment,,,2h,,